region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
2609,612.7900005816349,2014.0,182,3,0,6.0,7622,179.5549563969686,8589,6686,3088,766,1816,869,3296,61.218382,-149.869051
2609,884.4804652259089,2014.0,41,3,0,8.0,7622,184.12319824689885,8589,6686,3088,6564,1854,1336,3296,61.217811,-149.870145
2609,479.0237712209111,2017.0,266,3,0,4.0,7622,130.94012519107855,8589,6686,2134,6564,1854,869,3296,61.217801,-149.870167
2609,808.9730861174886,2020.0,204,9,0,4.0,7622,41.16296893813104,8589,433,3088,766,1816,711,3296,61.218371,-149.869094
2609,652.8084218057758,2017.0,41,7,0,4.0,7622,177.47265362200548,8589,6686,3088,6564,1854,1336,3296,61.217791,-149.87021
2609,526.3550578856808,2018.0,163,3,0,4.0,7622,178.08709844156073,8589,6686,3088,6564,257,1336,3296,61.217822,-149.870124
2609,479.0237712209111,2017.0,484,3,0,4.0,7622,158.88853085784933,8589,6686,3088,6564,1854,2026,3296,61.217822,-149.87021
2609,691.1120406333832,2016.0,262,3,0,4.0,101,200.60306853510613,8589,6686,3088,6564,1854,2026,3296,61.217832,-149.87021
2609,626.3362918727254,2017.0,134,5,0,4.0,7622,216.80918990985052,8589,6686,3088,6564,1854,1336,3296,61.217801,-149.870253
2609,894.8839841292433,2019.0,103,2,0,6.0,7622,59.53128508692423,8589,6686,3088,6564,1854,143,3296,61.217822,-149.870253
2609,612.7900005816349,2019.0,163,2,0,4.0,7622,128.78020995443907,8589,6686,3088,6564,1854,1336,3296,61.217749,-149.870124
2609,797.539947085241,2018.0,484,15,3,6.0,7622,134.9442604154275,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,559.1615970944054,2020.0,266,43,0,4.0,7622,115.02863930685277,8589,6686,2134,6564,257,1700,3296,61.176984,-149.86941
2609,544.4215227896626,2017.0,371,41,0,4.0,7622,141.59326637897826,8589,6686,2134,6564,1816,711,3296,61.176984,-149.86941
2609,335.4019552444297,2013.0,1605,26,5,4.0,7622,223.460331552956,8589,1764,2134,6564,1816,869,3296,61.176984,-149.86941
2609,612.5168512117482,2017.0,371,1,2,6.0,7622,206.51924699372609,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,510.9341515779869,2019.0,343,39,1,6.0,663,184.91567990570144,8589,6686,2134,6564,112,1700,3296,61.16167,-149.86312
2609,715.5643604015455,2018.0,128,1,3,6.0,7622,142.6456285957549,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,626.0674644784248,2019.0,343,8,2,6.0,7622,142.0483913542391,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,727.6848612465241,2019.0,41,1,3,6.0,7622,115.03510723725068,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,665.4974832283951,2018.0,696,1,2,6.0,7622,168.57744597560304,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,352.06815415916844,2007.0,371,61,5,6.0,7622,301.0196304819471,8589,6686,3088,6564,1854,1700,3296,61.16167,-149.86312
2609,985.9547279863643,2019.0,153,1,0,6.0,7622,94.3489534127023,8589,6686,3088,1262,1816,1336,3296,61.218216,-149.869008
2609,372.1023344746513,2014.0,1371,42,5,6.0,7622,247.22045342150182,8589,6686,2541,6564,1816,869,3296,61.16167,-149.86312
2609,985.9547279863643,2020.0,103,2,0,6.0,7622,72.25376269994257,8589,6686,3088,1262,1854,1115,3296,61.218289,-149.869158
2609,712.8165760469403,2017.0,34,2,0,4.0,7622,132.42455526709296,8589,6686,3088,6564,1816,869,3296,61.21832,-149.869094
2609,436.8071585404691,2014.0,1371,40,1,6.0,7622,224.61796538822495,8589,6686,2541,6564,1854,711,3296,61.16167,-149.86312
2609,703.5391850749729,2017.0,347,92,3,6.0,7622,212.05896282470786,8589,6686,2134,6564,1096,1115,3296,61.16167,-149.86312
2609,715.8082353941879,2015.0,1605,3,3,8.0,7622,223.99515511513692,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,763.4284723778742,2015.0,1605,6,3,6.0,7622,250.15698454433908,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,665.7546038483223,2015.0,1605,3,3,8.0,7622,231.78132415430073,8589,6686,3088,1262,1854,1336,3296,61.166252,-149.857916
2609,727.9257673114247,2015.0,1371,135,3,8.0,7622,238.4528899430797,8589,6686,3088,1262,764,1336,3296,61.166252,-149.857916
2609,786.4413782259917,2016.0,696,8,3,6.0,7622,226.8331069945498,8589,6686,3088,1262,1854,2026,3296,61.166252,-149.857916
2609,599.0217447387845,2016.0,343,5,3,6.0,7622,177.9128372728252,8589,6686,3088,1262,1816,1336,3296,61.166252,-149.857916
2609,445.4825228403731,2016.0,18,6,3,4.0,7622,193.8682942428076,8589,6686,2134,766,1854,2026,3296,61.166252,-149.857916
2609,479.0237712209111,2016.0,343,12,3,6.0,7622,204.1491699737197,8589,6686,2541,1262,1854,2026,3296,61.166252,-149.857916
2609,428.004443534417,2016.0,343,4,3,4.0,7622,192.37526935557014,8589,6686,2541,1262,1854,557,3296,61.166252,-149.857916
2609,945.6356476555131,2016.0,1605,4,3,8.0,447,260.35312741099693,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,570.7670595999149,2016.0,1371,7,3,4.0,7622,115.71772853437332,8589,6686,2134,1262,1816,557,3296,61.166252,-149.857916
2609,495.1663142907855,2017.0,421,4,3,6.0,7622,232.64714901685917,8589,6686,2134,1262,112,1336,3296,61.166252,-149.857916
2609,665.7546038483223,2017.0,180,3,3,4.0,7622,189.30583475018054,8589,6686,3088,766,1854,2026,3296,61.166252,-149.857916
2609,639.67222827258,2017.0,484,5,3,4.0,7622,149.45656000475702,8589,6686,3088,766,29,2026,3296,61.166252,-149.857916
2609,599.0217447387845,2017.0,371,10,3,6.0,7622,182.7665093574775,8589,6686,2134,766,306,1115,3296,61.166252,-149.857916
2609,612.7900005816349,2013.0,1605,229,2,6.0,7622,262.35980980188356,8589,6686,3088,6564,1096,869,3296,61.16167,-149.86312
2609,428.09312202458773,2014.0,204,27,1,6.0,7622,234.93276497931788,8589,6686,2541,6564,1593,1700,3296,61.1549,-149.8866
2609,639.0764791555185,2016.0,262,1,2,6.0,7622,207.30682455130818,8589,6686,2541,6564,1593,1700,3296,44.8346,-91.5159
2609,684.8999504595574,2012.0,357,18,0,8.0,447,288.22176023938505,8589,6686,3088,6564,1096,1115,3296,61.5463,-149.5901
2609,786.3616921781697,2019.0,1371,12,3,6.0,7622,136.30506754171785,8589,6686,3088,6564,1854,1115,3296,61.20327,-149.87054
2609,495.05465335318456,2018.0,1371,42,1,6.0,7622,122.42464751410351,8589,6686,2134,6564,1816,869,3296,61.20327,-149.87054
2609,925.5082348837136,2018.0,1605,229,3,6.0,7622,190.95598910109027,8589,6686,3088,6564,1096,1336,3296,61.20327,-149.87054
2609,274.2089751757975,2014.0,1371,25,2,6.0,7622,218.02541457586653,8589,6686,2134,6564,1593,1700,3296,61.5923,-149.3959
2609,487.22446582481285,2010.0,1605,7,3,8.0,7622,253.70142040008056,8589,6686,3088,1262,1096,2026,3296,61.1901,-149.9361
2609,271.7487592098842,2005.0,421,1,0,8.0,7622,302.80835452583227,200,6686,3088,6564,1096,1115,3296,62.1039,-145.6617
2609,221.40310048142786,1993.0,1605,1,2,8.0,7622,296.4560060220832,200,6686,1120,6564,1593,711,3296,61.620627,-149.310393
2609,554.8576680575342,2017.0,421,1,0,4.0,7622,142.7448133231802,8589,6686,3088,766,1854,1336,3296,61.188342,-149.906967
2609,329.13199368779027,1989.0,1371,1,1,8.0,7622,284.82897870083735,8589,6686,1120,1262,166,2026,3296,61.5214,-149.9544
2609,585.0752767118855,2017.0,421,9,3,4.0,7622,177.2854764784244,8589,6686,3088,766,1854,1115,3296,61.166353,-149.847206
2609,462.54178556648225,2015.0,1371,12,2,4.0,7622,197.00657142082093,8589,6686,3088,766,1854,1115,3296,61.166353,-149.847206
2609,563.6156987932912,2019.0,1371,3,0,4.0,7622,142.99233543159968,8589,6686,3088,766,1854,158,3296,61.166353,-149.847206
2609,445.55142879507525,2016.0,163,1,2,4.0,7622,220.18107435118802,8589,6686,2134,766,1816,557,3296,61.166353,-149.847206
2609,428.07538739682735,2017.0,163,2,0,4.0,7622,174.2503213162474,8589,6686,2134,766,1816,557,3296,61.166353,-149.847206
2609,526.4160786548222,2014.0,347,8,2,8.0,7622,280.6327159207912,8589,6686,3088,1262,764,557,3296,61.166353,-149.847206
2609,642.3019282621177,2019.0,204,43,2,4.0,7622,133.74760477161766,8589,6686,3088,6564,1854,1700,3296,61.176984,-149.86941
2609,587.8247274304061,2019.0,204,27,2,4.0,7622,126.38020367835115,8589,6686,3088,6564,257,1700,3296,61.176984,-149.86941
2609,777.2844195531574,2019.0,347,10,3,8.0,7622,125.65819127324734,8589,6686,3088,6564,764,1700,3296,61.176984,-149.86941
2609,612.7900005816349,2016.0,371,61,2,6.0,7622,160.47506879795438,8589,6686,2134,6564,1854,1700,3296,61.16167,-149.86312
2609,510.9341515779869,2018.0,421,36,1,6.0,7622,189.94730190600887,8589,6686,2134,6564,257,2026,3296,61.16167,-149.86312
2609,333.4066072269158,2011.0,696,67,2,4.0,7622,261.1503587944924,8589,6686,2134,1262,1816,711,3296,61.1194,-149.8974
2609,445.4825228403731,2014.0,371,61,1,6.0,7622,283.7770800426543,8589,6686,2541,6564,1854,1336,3296,61.16167,-149.86312
2609,372.1023344746513,2002.0,1371,6,5,6.0,7622,260.70150508141785,8589,6686,3088,6564,166,2026,3296,61.16167,-149.86312
2609,510.9341515779869,2018.0,266,43,1,6.0,7622,109.31611194026048,8589,6686,2134,249,257,869,3296,61.16167,-149.86312
2609,556.2510473833086,2018.0,18,1,0,6.0,7622,116.28637794086848,8589,433,2541,6564,126,1336,3296,61.1901,-149.9361
2609,541.4534743866515,2010.0,1605,229,0,6.0,663,260.5191071356678,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,652.8084218057758,2020.0,179,24,2,4.0,7622,139.7802183196722,8589,6686,2541,6564,1854,174,3296,61.1549,-149.8866
2609,235.26774830943154,2005.0,204,13,5,4.0,7622,315.90938054515954,8589,6686,2541,6564,257,174,3296,61.1549,-149.8866
2609,526.3550578856808,2013.0,484,85,1,6.0,7622,247.444844885704,8589,433,3088,6564,1854,174,3296,61.1549,-149.8866
2609,352.1499347237621,2008.0,262,8,5,8.0,7622,233.19953292744458,8589,6686,1120,6564,1816,174,3296,61.1549,-149.8866
2609,221.40310048142786,2009.0,128,11,2,4.0,7622,268.76538673636236,8589,433,2134,42,306,1115,3296,61.5214,-149.9544
2609,626.3362918727254,2016.0,1605,229,2,6.0,7622,253.0150855713081,8589,6686,3088,6564,1096,1700,3296,61.16167,-149.86312
2609,510.9341515779869,2012.0,1605,40,1,6.0,7622,253.28689660142368,8589,6686,2134,6564,1854,1336,3296,61.16167,-149.86312
2609,570.7670595999149,2019.0,421,36,0,6.0,7622,112.92441159219702,8589,6686,3088,249,257,1700,3296,61.16167,-149.86312
2609,626.3362918727254,2014.0,357,31,2,6.0,663,248.9843169321245,8589,6686,3088,6564,1096,1115,3296,61.16167,-149.86312
2609,352.06815415916844,2013.0,371,41,5,6.0,7622,273.63562806618756,8589,6686,2541,249,1816,1336,3296,61.16167,-149.86312
2609,681.0391166444614,2019.0,371,61,2,4.0,7622,91.40154240902454,8589,6686,3088,6564,1854,557,3296,61.176984,-149.86941
2609,681.0391166444614,2020.0,179,9,2,4.0,7622,83.65294064952244,8589,6686,3088,6564,1854,1115,3296,61.176984,-149.86941
2609,754.0688260959677,2017.0,696,48,3,6.0,7622,172.73360841149116,8589,6686,3088,6564,764,1115,3296,61.176984,-149.86941
2609,391.3802669730914,2014.0,1605,26,1,6.0,663,212.88494315536983,8589,6686,2541,249,1816,1115,3296,61.16167,-149.86312
2609,74.43672493770649,2001.0,94,2,2,6.0,7622,260.8525481713441,200,6686,2134,6564,1593,1700,3296,61.206,-149.8101
2609,391.3802669730914,2010.0,1605,37,1,6.0,7622,272.4654820190155,8589,6686,2541,6564,1854,1700,3296,61.16167,-149.86312
2609,626.3362918727254,2014.0,1371,105,2,6.0,663,238.37060023996975,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,479.0237712209111,2009.0,180,2,1,6.0,7622,281.52532519572696,8589,6686,2541,6564,1854,1336,3296,61.16167,-149.86312
2609,786.4413782259917,2019.0,421,27,3,6.0,7622,116.13024391247241,8589,6686,3088,6564,1854,1700,3296,61.16167,-149.86312
2609,23.021065228638975,2008.0,1605,229,1,6.0,7622,238.30607366311094,8589,1764,2541,6564,764,1700,3296,61.147847,-149.937503
2609,727.8414568050638,2015.0,347,1,3,6.0,7622,228.81735960386945,8589,6686,3088,6564,1096,711,3296,61.5729,-149.38131
2609,751.6480043022298,2019.0,484,63,3,6.0,7622,138.64909424265016,8589,6686,3088,6564,1854,1115,3296,61.20327,-149.87054
2609,554.8576680575342,2017.0,1605,2,0,6.0,7622,270.7326750849153,8589,6686,3088,6564,1854,557,3296,61.20327,-149.87054
2609,350.12178496696265,2012.0,371,11,0,4.0,7622,216.39940762077234,8589,6686,2134,249,1816,711,3296,61.11454,-149.822926
2609,164.38768443162863,2002.0,1371,13,2,6.0,7622,327.8428275911056,200,6686,2134,766,1593,2026,3296,61.184922,-149.927005
2609,309.3716592588667,2005.0,1605,16,1,8.0,7622,301.23876070929754,8589,6686,3088,1262,1854,2026,3296,61.1535,-149.8289
2609,786.4413782259917,2017.0,1605,28,3,8.0,7622,251.04150777938005,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,652.8084218057758,2017.0,421,4,3,6.0,7622,162.50462098375812,8589,6686,3088,766,1854,869,3296,61.166252,-149.857916
2609,445.4825228403731,2018.0,421,4,3,4.0,7622,149.6153375239955,8589,6686,2134,766,1816,557,3296,61.166252,-149.857916
2609,585.0187791630268,2018.0,484,7,3,4.0,7622,124.74923437773026,8589,6686,3088,766,1854,158,3296,61.166252,-149.857916
2609,841.938068831594,2019.0,696,4,3,6.0,7622,135.97876596976033,8589,6686,3088,1262,764,557,3296,61.166252,-149.857916
2609,526.3550578856808,2019.0,266,10,3,4.0,7622,155.10592732574477,8589,6686,2134,1262,1816,1700,3296,61.166252,-149.857916
2609,191.2525780299104,2011.0,696,4,1,4.0,7622,297.2610272798504,8589,6686,2541,1262,1816,1115,3296,61.585778,-149.630524
2609,445.4825228403731,2014.0,347,2,3,6.0,7622,212.7469495885312,8589,6686,2134,766,166,2026,3296,61.166252,-149.857916
2609,841.938068831594,2017.0,1371,4,3,8.0,7622,246.1289891789567,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,510.9341515779869,2014.0,1605,3,3,6.0,7622,216.27111641303614,8589,6686,2541,1262,1854,1115,3296,61.166252,-149.857916
2609,945.6356476555131,2016.0,1605,4,3,8.0,447,260.35312741099693,8589,6686,3088,1262,764,2026,3296,61.166252,-149.857916
2609,419.1579058227502,2013.0,1605,229,0,6.0,7622,308.96996815361996,8589,6686,3088,6564,1593,1336,3296,61.6303,-148.9872
2609,937.6405618320462,2019.0,1371,135,3,8.0,7622,144.6776460988491,8589,6686,3088,6564,764,1700,3296,61.176984,-149.86941
2609,372.20052371534183,1994.0,1605,11,0,8.0,7622,362.021728064017,8589,6686,3088,1262,1854,711,3296,61.587105,-149.371147
2609,283.89384873984136,2009.0,204,13,0,4.0,7622,298.8614954605618,8589,6686,3088,249,1816,1115,3296,61.2116,-149.8761
2609,833.2297042688343,2020.0,1605,229,3,8.0,7622,111.67519995846631,8589,1764,3088,6564,764,1700,3296,61.176984,-149.86941
2609,927.5887846578065,2020.0,1371,135,3,8.0,7622,24.378691878160197,8589,6686,3088,6564,764,1700,3296,61.176984,-149.86941
2609,372.20052371534183,2006.0,1605,22,2,8.0,447,244.84974661570408,8589,6686,3088,1262,764,2026,3296,64.825647,-147.969313
2609,191.2525780299104,2001.0,1605,2,1,8.0,447,296.30914497921987,8589,6686,3088,1262,764,869,3296,61.1661,-149.96
2609,343.818939251368,2013.0,1605,37,5,4.0,7622,306.31750792517727,8589,6686,3088,6564,1854,1115,3296,61.1549,-149.8866
2609,585.0187791630268,2015.0,484,85,2,6.0,7622,177.66468129609828,8589,6686,3088,6564,1854,174,3296,61.1549,-149.8866
2609,428.004443534417,2014.0,153,13,1,6.0,663,262.7929373744603,8589,6686,2541,6564,1816,174,3296,61.1549,-149.8866
2609,391.3802669730914,2008.0,696,9,1,8.0,7622,360.106710934879,8589,6686,3088,6564,1096,174,3296,61.1549,-149.8866
2609,362.18607038177936,2016.0,1605,9,5,4.0,101,220.4595867719404,8589,6686,2134,6564,257,174,3296,61.1549,-149.8866
2609,872.9324501283803,2017.0,696,26,3,6.0,7622,237.89048508688737,8589,6686,3088,6564,1096,711,3296,61.218277,-149.832077
2609,356.241781058966,2013.0,421,36,0,6.0,7622,239.41502186789467,8589,6686,3088,6564,1854,2026,3296,61.1535,-149.8289
2609,372.20052371534183,2013.0,163,19,0,6.0,447,246.97464838093072,8589,6686,2541,6564,1593,1700,3296,61.577,-149.409943
2609,445.3619187358147,2018.0,1605,1,1,6.0,7622,139.87752337322343,8589,6686,2134,6564,1816,1115,3296,61.5729,-149.38131
2609,894.8114666042555,2019.0,1605,229,3,6.0,7622,156.81044214119643,8589,6686,3088,6564,1096,557,3296,61.5729,-149.38131
2609,116.56341797648287,2000.0,55,1,1,6.0,7622,295.6477476271386,8589,6686,3088,766,1854,11,3296,61.5214,-149.9544
2609,53.39843773032342,2004.0,1371,6,5,6.0,7622,306.6807486063772,8589,6686,2541,6564,1593,1700,3296,61.2037,-149.7447
2609,157.1645627252851,2002.0,18,5,5,6.0,7622,372.4405784974477,8589,6686,2541,6564,1593,1700,3296,61.2037,-149.7447
2609,684.8999504595574,2021.0,696,36,3,4.0,7622,55.31232889467453,55,6686,3088,766,1854,1115,3296,61.1535,-149.8289
2609,714.6492886619073,2019.0,41,7,3,4.0,7622,118.63599011324861,8589,1764,3088,6564,1854,2026,3296,61.13336,-149.86595
2609,509.45152972993264,2016.0,179,9,1,4.0,7622,233.1248436600404,8589,1764,3088,6564,1854,557,3296,61.13336,-149.86595
2609,462.4747328966946,2014.0,266,23,1,4.0,7622,238.18362498376766,8589,6686,2134,6564,1816,869,3296,61.56939,-149.35645
2609,664.5326349055699,2015.0,696,21,2,6.0,7622,247.99349893767715,8589,1764,3088,6564,1854,2026,3296,61.13336,-149.86595
2609,470.8684165760438,2014.0,49,6,1,4.0,7622,219.47560877192356,8589,1764,3088,6564,1816,2026,3296,61.21722,-149.86996
2609,721.9340163002295,2019.0,49,8,3,4.0,7622,9.878664153061717,8589,1764,3088,6564,1816,1336,3296,61.21722,-149.86996
2609,137.9486692203271,1999.0,1605,40,1,8.0,7622,302.80835452583227,8589,6686,2134,6564,1854,1700,3296,61.206,-149.8101
2609,672.210323381823,2017.0,262,8,2,4.0,7622,159.0135669376568,8589,1764,1120,6564,1816,711,3296,61.21722,-149.86996
2609,854.8520278386411,2020.0,347,92,3,8.0,7622,94.83450138218822,8589,6686,3088,6564,764,1700,3296,61.176984,-149.86941
2609,544.4215227896626,2020.0,266,43,0,4.0,7622,119.37162592914244,8589,6686,2134,6564,257,1700,3296,61.176984,-149.86941
2609,703.5391850749729,2017.0,347,92,3,6.0,7622,212.05896282470786,8589,6686,2134,6564,1096,1115,3296,61.16167,-149.86312
2609,612.7900005816349,2013.0,1605,229,2,6.0,7622,262.35980980188356,8589,6686,3088,6564,1096,869,3296,61.16167,-149.86312
2609,479.0237712209111,2015.0,421,1,1,6.0,7622,184.13457789922745,8589,6686,3088,6564,1096,869,3296,61.1549,-149.8866
2609,391.3802669730914,2007.0,357,2,1,8.0,663,294.6336330010485,8589,6686,3088,6564,1854,174,3296,61.1549,-149.8866
2609,599.0217447387845,2013.0,1605,28,2,6.0,663,253.66285491605117,8589,6686,3088,6564,1096,869,3296,61.16167,-149.86312
2609,715.8082353941879,2014.0,1371,105,3,6.0,663,230.35841818298306,8589,6686,3088,6564,1096,1700,3296,61.16167,-149.86312
2609,715.8082353941879,2017.0,421,19,3,6.0,447,112.28056162301283,8589,6686,2541,6564,1096,2026,3296,61.16167,-149.86312
2609,462.54178556648225,2018.0,179,3,0,4.0,7622,174.37892359116162,8589,6686,2134,766,1816,711,3296,61.166353,-149.847206
2609,612.8446198027323,2018.0,163,2,3,4.0,7622,103.642615838505,8589,6686,3088,1262,257,2026,3296,61.166353,-149.847206
2609,727.9739415455535,2018.0,484,4,0,6.0,7622,178.560780357116,8589,6686,3088,1262,1854,711,3296,61.166353,-149.847206
2609,739.9455083186556,2014.0,357,41,0,8.0,7622,228.8315347191647,8589,6686,3088,1262,764,1336,3296,61.166353,-149.847206
2609,510.9965089670485,2013.0,262,10,0,6.0,7622,232.19113121370376,8589,6686,3088,766,1854,557,3296,61.166353,-149.847206
2609,612.7900005816349,2018.0,484,24,2,6.0,7622,179.86156692097782,8589,6686,3088,6564,1854,1700,3296,61.16167,-149.86312
2609,541.3936935938589,2011.0,357,13,0,8.0,7622,285.3724125097584,8589,6686,3088,6564,1854,1336,3296,61.180231,-149.869503
2609,541.4534743866515,2010.0,1605,229,0,6.0,663,260.5191071356678,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,651.5687981046467,2019.0,204,43,2,4.0,7622,88.49922803229029,8589,6686,2541,6564,1854,2026,3296,61.19,-149.8938
2609,350.12178496696265,2011.0,262,7,5,8.0,7622,241.8665720092429,8589,6686,2541,6564,1854,1336,3296,61.19,-149.8938
2609,329.13199368779027,2013.0,204,43,5,4.0,7622,307.11227916582203,8589,6686,2541,6564,257,711,3296,61.19,-149.8938
2609,426.3170017608614,2012.0,262,14,1,6.0,7622,233.29715042385493,8589,6686,2541,6564,1854,1700,3296,61.19,-149.8938
2609,307.11940013844435,2000.0,1605,10,5,8.0,7622,339.846121247971,8589,6686,3088,6564,1096,711,3296,61.19,-149.8938
2609,426.3170017608614,2016.0,484,22,1,4.0,7622,206.08315823360468,8589,6686,3088,6564,1854,1115,3296,61.19,-149.8938
2609,443.84371794547127,2016.0,163,7,1,4.0,7622,135.92300338523123,8589,6686,2134,6564,257,1115,3296,61.19,-149.8938
2609,232.653518249338,2002.0,1371,52,5,8.0,663,345.8934045789887,8589,6686,3088,6564,1854,174,3296,61.19,-149.8938
2609,611.4917490003709,2015.0,262,9,2,4.0,7622,163.9709686710841,8589,6686,2541,6564,498,1336,3296,61.19,-149.8938
2609,372.0237695026122,2013.0,179,23,5,4.0,7622,204.47708653057924,8589,6686,2134,6564,1816,557,3296,61.180231,-149.869503
2609,309.25932973175014,2008.0,421,4,5,6.0,7622,255.32449722025288,8589,6686,2134,6564,1854,1700,3296,61.16167,-149.86312
2609,763.4866339495437,1955.0,1605,1,0,8.0,7622,73.88191448825268,8589,6686,1120,6564,1593,11,3296,61.206,-149.8101
2609,510.9341515779869,2012.0,1605,40,1,6.0,7622,253.28689660142368,8589,6686,2134,6564,1854,1336,3296,61.16167,-149.86312
2609,626.3362918727254,2011.0,1371,105,2,6.0,447,245.01005653815943,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,391.3234716950173,2015.0,343,10,1,4.0,7622,0.7993629225255733,8589,6686,2134,6564,1816,41,3296,61.180231,-149.869503
2609,668.3090209825217,2019.0,163,7,2,4.0,7622,102.46628954226088,8589,6686,3088,6564,1854,1115,3296,61.176984,-149.86941
2609,221.40310048142786,2001.0,696,21,2,6.0,7622,372.4405784974477,200,6686,3088,1262,1854,711,3296,61.5923,-149.3959
2609,510.8717886424505,2018.0,94,6,1,4.0,7622,135.77837194278317,8589,6686,2134,6564,1816,1115,3296,61.180231,-149.869503
2609,352.06815415916844,2002.0,128,7,0,6.0,7622,298.454578019138,8589,6686,2134,766,112,711,3296,61.597881,-149.104634
2609,426.3170017608614,2013.0,696,1,0,4.0,7622,244.81231872472594,55,6686,3088,766,1854,1115,3296,61.188325,-149.906795
2609,391.3802669730914,2014.0,1605,26,1,6.0,663,212.88494315536983,8589,6686,2541,249,1816,1115,3296,61.16167,-149.86312
2609,583.6757910882345,2016.0,262,2,0,4.0,7622,203.35056530534325,8589,6686,3088,1262,1816,711,3296,61.188294,-149.907396
2609,524.904295920532,2019.0,421,9,0,4.0,7622,128.92822431546367,55,6686,3088,766,1854,1115,3296,61.188304,-149.907267
2609,391.3802669730914,2010.0,1605,37,1,6.0,7622,272.4654820190155,8589,6686,2541,6564,1854,1700,3296,61.16167,-149.86312
2609,436.8071585404691,2008.0,1371,9,1,8.0,7622,294.0213787163008,8589,6686,3088,6564,1096,174,3296,61.1549,-149.8866
2609,352.06815415916844,2007.0,1371,9,5,8.0,7622,305.7595069793472,8589,6686,3088,6564,1096,1115,3296,61.1549,-149.8866
2609,445.4825228403731,2008.0,696,9,1,8.0,7622,321.5967552108585,8589,6686,3088,6564,1096,174,3296,61.1549,-149.8866
2609,477.4696226487112,2011.0,262,3,1,6.0,7622,262.27576338261906,8589,1764,3088,6564,1854,711,3296,61.13336,-149.86595
2609,626.3362918727254,2014.0,1371,105,2,6.0,663,238.37060023996975,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,629.0735424546431,2020.0,1371,40,2,4.0,7622,61.26877823172274,8589,6686,3088,6564,1854,1336,3296,61.1381,-149.86727
2609,460.67843710185724,2012.0,180,8,1,6.0,7622,272.3686252894194,8589,6686,3088,6564,1854,1336,3296,61.1381,-149.86727
2609,625.0586111394906,2015.0,182,4,2,4.0,7622,203.97862683825196,8589,1764,3088,6564,1854,869,3296,61.13336,-149.86595
2609,598.9662093250732,2018.0,163,19,2,6.0,7622,129.69990671792112,8589,1764,2134,6564,1816,1336,3296,61.180231,-149.869503
2609,626.3362918727254,2014.0,1371,105,2,6.0,663,238.37060023996975,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,570.8245820491996,2017.0,163,8,0,4.0,7622,200.91091747903755,8589,1764,2134,6564,1816,557,3296,61.1381,-149.86727
2609,786.486910465679,2018.0,1371,135,3,8.0,7622,187.86810635588563,8589,6686,3088,6564,764,2026,3296,61.1381,-149.86727
2609,462.4747328966946,2013.0,371,41,1,4.0,7622,214.0949616159992,8589,1764,2134,6564,306,1115,3296,61.56939,-149.35645
2609,721.9340163002295,2018.0,51,2,3,4.0,7622,156.10664407044024,8589,1764,3088,6564,1854,1336,3296,61.21722,-149.86996
2609,665.7546038483223,2014.0,484,27,2,6.0,7622,176.60300468668896,8589,6686,3088,6564,1854,1115,3296,61.56939,-149.35645
2609,611.4917490003709,2019.0,347,3,2,4.0,7622,93.14752549072745,8589,1764,2134,6564,166,557,3296,61.13336,-149.86595
2609,526.2940319604102,2014.0,343,25,1,6.0,7622,267.39190007126206,8589,6686,1120,6564,1854,2026,3296,61.180231,-149.869503
2609,612.8036557196845,2015.0,343,77,2,6.0,7622,106.41845984505215,8589,6686,3088,6564,1816,1115,3296,61.1381,-149.86727
2609,774.9972478431712,2019.0,421,36,3,6.0,7622,103.1365295625755,8589,6686,2134,6564,1816,2026,3296,61.56939,-149.35645
2609,774.7901251380857,2017.0,357,41,3,8.0,7622,252.88360692386678,8589,6686,3088,6564,764,1336,3296,61.1381,-149.86727
2609,678.5197249728986,2014.0,347,92,2,8.0,7622,238.78495996883683,8589,6686,3088,6564,764,1115,3296,61.56939,-149.35645
2609,556.3096601609875,2017.0,262,3,0,4.0,7622,284.21535346057664,8589,1764,3088,6564,1816,2026,3296,61.21722,-149.86996
2609,598.2855955468416,2018.0,1605,27,2,4.0,7622,186.03190476312503,8589,1764,3088,6564,1854,869,3296,61.572407,-149.375517
